date,home_team,away_team,home_goals,away_goals,home_form_points_avg,home_form_goals_scored_avg,home_form_goals_conceded_avg,away_form_points_avg,away_form_goals_scored_avg,away_form_goals_conceded_avg,home_returning_from_break,away_returning_from_break,home_days_since_last_match,away_days_since_last_match,h2h_matches_found,h2h_home_win_rate,dc_home_win,dc_draw,dc_away_win,dc_over_2_5,dc_under_2_5
2022-09-10,Lille,Lens,1,0,1.4,2.2,1.8,2.4,1.4,1.0,0,0,64.0,1.0,1,1.0,0.48519144466922803,0.24869888756390587,0.2661096677668661,0.4995081625913841,0.5004918374086159
2022-09-10,Angers,Strasbourg,2,3,0.8,1.4,2.0,2.0,1.2,0.6,0,0,36.0,9.0,2,1.0,0.35129813665844883,0.23941114811538286,0.40929071522616817,0.5803668797720324,0.4196331202279674
2022-09-10,Nice,Troyes,3,2,2.0,1.2,0.4,1.0,1.2,1.2,0,0,9.0,1.0,0,,0.4525795117543956,0.31036876894526455,0.23705171930033989,0.2854322528327045,0.7145677471672955
2022-10-04,Lens,Nice,3,0,2.4,1.4,0.8,2.0,1.6,0.8,0,0,24.0,24.0,0,,0.4172004709560667,0.2866157911730092,0.2961837378709241,0.36468527227939646,0.6353147277206036
2022-10-04,Monaco,Troyes,2,1,2.6,1.6,0.4,0.8,1.6,1.8,0,0,24.0,24.0,0,,0.6921643319870626,0.1922318351680075,0.11560383284492995,0.5045575369737078,0.49544246302629213
2022-10-04,Brest,Nantes,1,1,0.0,0.6,2.0,1.0,0.4,0.8,0,0,24.0,24.0,1,0.0,0.3780787502984523,0.29906628889960246,0.3228549608019453,0.33240932787829786,0.6675906721217021
2022-10-04,Angers,Lille,1,1,0.8,1.4,1.6,2.0,2.2,0.8,0,0,24.0,24.0,3,0.5,0.22390400770890392,0.2296086149603274,0.5464873773307688,0.5305938792046766,0.46940612079532346
2022-10-04,Bordeaux,Metz,3,1,0.2,0.2,2.4,0.8,0.8,1.4,0,0,60.0,33.0,2,0.75,0.3401080033119782,0.2712166043934313,0.3886753922945903,0.4279781868102716,0.5720218131897282
2022-10-04,Strasbourg,Lyon,1,1,2.0,1.6,1.0,0.4,1.0,1.8,0,0,24.0,33.0,2,0.0,0.32820649811422875,0.2277426745824061,0.4440508273033652,0.6195475232787694,0.3804524767212307
2022-10-04,Marseille,Montpellier,2,0,2.4,2.0,0.6,0.8,1.0,1.8,0,0,55.0,24.0,3,0.8333333333333334,0.713236042549109,0.1630464379321003,0.12371751951879074,0.6643068585877002,0.3356931414122998
2022-10-09,Marseille,Lille,2,1,2.4,2.2,0.6,1.6,1.6,1.0,0,0,5.0,5.0,3,0.3333333333333333,0.4558272413930493,0.2855577099124793,0.2586150486944714,0.3835364396242769,0.6164635603757231
2022-10-09,Paris SG,Brest,1,0,1.8,2.2,1.0,0.2,0.8,2.0,0,0,35.0,5.0,2,1.0,0.877932085663882,0.08862590987827687,0.03344200445784099,0.709044058524386,0.2909559414756137
2022-11-02,Paris SG,Rennes,1,0,1.8,2.0,0.8,1.4,1.4,1.0,0,0,24.0,53.0,3,0.5,0.6459720351183779,0.21773438599464123,0.1362935788869809,0.4776303045171002,0.5223696954828999
2022-11-03,Lille,St Etienne,0,0,1.6,1.6,1.0,1.2,1.6,2.6,0,1,25.0,90.0,0,,0.710429903592868,0.17584724191420836,0.1137228544929238,0.5953257714616704,0.4046742285383298
2022-11-05,Nice,St Etienne,4,2,2.0,1.6,1.2,1.4,1.6,2.2,0,0,32.0,2.0,1,0.0,0.583091626532195,0.2450695804354509,0.1718387930323539,0.44429794206750745,0.5557020579324925
2022-11-05,Nantes,Rennes,2,1,0.6,0.2,1.0,1.2,1.2,1.0,0,0,32.0,3.0,3,0.16666666666666666,0.22840631558182672,0.3100535534051634,0.46154013101300984,0.3009486295001756,0.6990513704998245
2022-11-09,Rennes,Auxerre,5,0,1.2,1.4,1.2,0.4,0.8,2.0,0,0,4.0,60.0,0,,0.8006231296287472,0.1402575654124618,0.05911930495879103,0.5836586767959117,0.41634132320408834
2022-11-09,Lorient,Nantes,3,2,2.4,2.4,1.4,1.2,0.6,1.0,0,0,60.0,4.0,2,0.0,0.4648693635648964,0.24924850898021675,0.28588212745488667,0.5392716674765635,0.46072833252343653
2022-11-09,Angers,Montpellier,2,1,1.0,1.4,1.4,0.8,1.0,1.8,0,0,36.0,36.0,1,0.5,0.4652215955090802,0.22293183392237154,0.3118465705685483,0.6752725378521416,0.32472746214785847
2022-11-09,Ajaccio,Nice,0,1,1.2,1.6,1.8,2.0,2.2,1.6,1,0,90.0,4.0,0,,0.39544211597119083,0.25497365218846346,0.3495842318403457,0.537309480729324,0.462690519270676
2022-11-09,Strasbourg,Clermont,0,0,2.0,1.6,1.0,1.6,1.2,1.8,0,0,36.0,60.0,0,,0.6575711542515262,0.19019610584874536,0.15223273989972833,0.6374050114867491,0.36259498851325084
2022-11-09,Monaco,Lyon,2,1,2.6,1.6,0.4,0.6,1.2,1.8,0,0,36.0,36.0,3,0.3333333333333333,0.5786120504579132,0.23726117489204093,0.18412677465004595,0.48970474748750886,0.5102952525124912
2022-11-09,Toulouse,Reims,1,0,1.0,1.2,1.6,0.4,0.8,1.8,1,0,90.0,66.0,0,,0.24413487822711194,0.2795208824454473,0.47634423932744063,0.3976995200010183,0.6023004799989817
2022-11-11,Lyon,Nice,1,1,0.6,1.2,1.6,2.4,2.2,1.4,0,0,2.0,2.0,1,0.0,0.5136417671758983,0.2524770312369991,0.23388120158710257,0.4810434296997021,0.5189565703002981
2022-12-02,Lyon,Nice,2,0,0.6,1.2,1.6,2.0,1.8,1.6,0,0,21.0,21.0,2,0.25,0.4945399561119929,0.26196358790891067,0.24349645597909625,0.46334810450819064,0.5366518954918091
2022-12-02,Montpellier,Lille,0,1,0.6,1.0,2.0,1.6,1.4,0.8,0,0,23.0,29.0,1,0.0,0.26419625443064965,0.24503873484919028,0.4907650107201602,0.547566858638041,0.452433141361959
2022-12-03,Troyes,Nantes,1,0,0.2,1.4,2.2,1.0,1.0,1.6,0,0,60.0,24.0,1,0.0,0.4843953713376564,0.2660631193673121,0.24954150929503152,0.44122757292582787,0.5587724270741722
2022-12-03,Montpellier,Nice,0,0,0.0,0.4,1.8,1.4,1.2,1.6,0,0,1.0,1.0,2,1.0,0.2967398781695031,0.25377284987432985,0.4494872719561671,0.5182456794035497,0.4817543205964504
2022-12-08,Nantes,Lille,1,1,0.8,1.0,1.8,1.6,0.8,0.6,0,0,5.0,6.0,3,0.0,0.2784373803115796,0.3086352329733382,0.4129273867150824,0.3269981388097502,0.67300186119025
2022-12-11,Lens,Clermont,2,1,2.4,1.4,0.4,1.6,1.0,1.6,0,0,68.0,32.0,1,0.5,0.7286406499124413,0.17462731308112267,0.09673203700643598,0.5772285833477625,0.42277141665223755
2022-12-11,Rennes,Toulouse,2,1,1.8,2.4,1.0,1.0,0.6,1.2,0,0,32.0,32.0,0,,0.6956119129741902,0.20086843639150473,0.10351965063430514,0.4876196511589744,0.5123803488410256
2023-01-01,Angers,Lorient,1,2,1.6,1.8,1.2,2.4,2.8,1.8,0,0,53.0,53.0,2,0.5,0.41185193877062587,0.22264041832896658,0.3655076429004075,0.7043778106633006,0.2956221893366992
2023-01-01,Monaco,Brest,1,0,2.6,1.6,0.4,0.2,0.8,2.0,0,0,53.0,84.0,1,0.0,0.7573801484198991,0.17215376997847623,0.07046608160162474,0.500990598324335,0.4990094016756651
2023-01-01,Nantes,Auxerre,1,0,1.0,1.2,1.4,0.2,0.6,2.8,0,0,24.0,53.0,0,,0.764578884301823,0.15651001523272817,0.07891110046544882,0.5996831830370923,0.4003168169629078
2023-01-01,Toulouse,Ajaccio,2,0,1.0,0.8,1.2,1.2,1.4,1.4,0,0,21.0,53.0,0,,0.4143176491448973,0.26232650375124766,0.3233558471038551,0.5121298844391047,0.48787011556089543
2023-01-01,Lyon,Clermont,0,1,1.2,1.2,1.0,1.0,0.8,1.8,0,0,30.0,21.0,0,,0.7544078577248498,0.15868524213427082,0.08690690014087944,0.6186417685018365,0.38135823149816367
2023-01-01,Lens,Paris SG,3,1,2.4,1.6,0.6,2.2,1.8,0.4,0,0,21.0,60.0,3,0.5,0.19835380531393032,0.2379889023492548,0.5636572923368148,0.5175860087601079,0.4824139912398923
2023-01-02,Nantes,Marseille,0,2,1.4,1.2,1.2,2.4,2.4,0.8,0,0,1.0,85.0,1,0.0,0.2465021653705179,0.2858119278374037,0.4676859067920782,0.3635429018609566,0.6364570981390433
2023-01-02,Reims,Lorient,4,2,0.4,0.6,1.2,2.4,2.6,1.8,0,0,54.0,1.0,2,0.5,0.5262834819087181,0.2367855510598201,0.23693096703146171,0.535676545495191,0.46432345450480905
2023-01-02,Toulouse,Troyes,4,1,1.6,1.2,0.8,0.8,1.2,1.6,0,0,1.0,30.0,0,,0.38345657574281655,0.2708379043022579,0.34570551995492566,0.4512143773530543,0.5487856226469459
2023-01-02,Lens,Nice,0,1,2.4,1.8,0.6,1.6,1.2,1.0,0,0,1.0,30.0,1,1.0,0.5216929530889002,0.2611221648538234,0.21718488205727632,0.4221797461515217,0.5778202538484783
2023-01-02,Lyon,Brest,0,0,1.0,1.0,1.0,0.2,0.4,1.6,0,0,1.0,1.0,1,0.5,0.6384830523885314,0.22216352728438563,0.1393534203270829,0.4580489055131733,0.5419510944868267
2023-01-02,Angers,Ajaccio,1,2,1.4,2.0,1.6,1.2,1.4,1.6,0,0,1.0,1.0,0,,0.4845974772126006,0.244553019805872,0.2708495029815274,0.5308719672246696,0.4691280327753303
2023-01-02,Montpellier,Paris SG,1,3,0.2,0.2,1.4,2.0,2.0,1.0,0,0,30.0,1.0,3,0.0,0.09351260891221037,0.13961171763723024,0.7668756734505594,0.7130456700149115,0.2869543299850885
2023-01-02,Rennes,Strasbourg,3,0,1.8,2.2,0.8,2.2,1.4,0.6,0,0,22.0,54.0,1,1.0,0.6181505616218808,0.21935543772999763,0.16249400064812167,0.5096015124913996,0.4903984875086005
2023-01-02,Lille,Clermont,0,0,1.2,0.8,0.8,1.4,1.0,1.8,0,0,25.0,1.0,1,1.0,0.6409401762059297,0.22720452494678925,0.13185529884728103,0.4268958966361294,0.5731041033638706
2023-01-02,Monaco,Auxerre,3,2,2.6,1.4,0.4,0.2,0.6,2.6,0,0,1.0,1.0,0,,0.9364973294180827,0.050646052798630624,0.012856617783286776,0.7517910491870207,0.24820895081297945
2023-01-04,Auxerre,Troyes,1,0,0.0,0.8,3.0,0.6,1.0,2.0,0,0,2.0,2.0,1,0.5,0.24180572419786395,0.2227998867674468,0.5353943890346894,0.6044973823076718,0.39550261769232836
2023-01-04,Rennes,Lens,0,1,1.8,2.2,0.8,1.8,1.6,0.8,0,0,2.0,2.0,4,0.25,0.49882727657842074,0.2645343703760291,0.2366383530455502,0.42731446000700113,0.5726855399929989
2023-01-09,Nantes,Marseille,1,1,0.8,0.8,1.4,2.4,2.0,0.6,0,0,7.0,7.0,2,0.0,0.21811677186771755,0.273837247929055,0.5080459802032274,0.3602965292409138,0.6397034707590862
2023-01-10,Rennes,Nantes,3,1,1.8,2.2,0.8,1.0,0.6,1.0,0,0,6.0,1.0,4,0.625,0.6417092894984406,0.23311413806735234,0.125176572434207,0.38463139019537734,0.6153686098046226
2023-01-10,Reims,Lyon,2,0,1.0,1.2,1.2,1.0,0.8,0.8,0,0,8.0,8.0,2,0.75,0.38025326741559756,0.2832049009824511,0.3365418316019513,0.3900637970414376,0.6099362029585622
2023-01-10,Le Havre,Lille,0,2,,,,1.2,0.6,0.6,0,0,,8.0,0,,,,,,
2023-01-10,Nice,Brest,0,0,1.6,0.6,0.6,0.4,0.4,1.0,0,0,8.0,8.0,5,0.8,0.5364317137199746,0.29131510873217265,0.17225317754785283,0.2864469513781363,0.7135530486218639
2023-01-10,Toulouse,Metz,3,0,2.0,1.8,0.8,0.8,0.8,1.6,0,1,8.0,90.0,0,,0.7036369694193705,0.17354771627884347,0.12281531430178604,0.6141882036979793,0.38581179630202056
2023-01-10,Lorient,Montpellier,0,3,1.8,1.8,2.2,0.2,0.4,1.6,0,0,8.0,8.0,1,0.5,0.5890705766717383,0.18100980106075631,0.22991962226750534,0.7865468794041428,0.2134531205958572
2023-01-12,Reims,Strasbourg,2,1,1.4,1.6,1.2,1.6,1.2,1.2,0,0,2.0,10.0,3,0.5,0.5529911929032363,0.2405511858399811,0.2064576212567826,0.47766942680614816,0.5223305731938517
2023-02-01,Strasbourg,Troyes,2,3,1.0,1.0,1.6,0.6,1.0,2.0,0,0,20.0,28.0,0,,0.48755727046508807,0.24290320897382175,0.26953952056109026,0.5273296797936099,0.4726703202063903
2023-02-01,Lille,Reims,1,1,1.8,0.8,0.2,1.8,2.0,1.4,0,0,22.0,20.0,1,0.0,0.4324579038676819,0.30875347942899034,0.2587886167033277,0.2987280911543127,0.7012719088456874
2023-02-01,Montpellier,Marseille,1,2,0.8,1.0,1.2,2.0,1.6,0.8,0,0,22.0,23.0,4,0.125,0.2352376605428052,0.2341966639919286,0.5305656754652661,0.5354743961832542,0.4645256038167458
2023-02-01,Rennes,Nice,2,1,2.4,2.6,0.6,1.2,0.4,0.6,0,0,22.0,22.0,3,0.16666666666666666,0.5051531005091029,0.29145243965895673,0.20339445983194038,0.3131056471775008,0.6868943528224993
2023-02-04,Lille,Lorient,3,1,1.8,1.0,0.4,1.8,1.8,2.2,0,0,3.0,25.0,2,0.0,0.6428264452951629,0.19835364940646866,0.15881990529836837,0.5918795448674731,0.40812045513252676
2023-02-04,Angers,Nice,1,1,0.8,1.4,1.8,1.0,0.4,0.8,0,0,33.0,3.0,3,0.16666666666666666,0.25626623796148684,0.27118249368586533,0.4725512683526476,0.41465949523452106,0.5853405047654787
2023-02-04,Brest,Toulouse,3,1,0.6,0.2,0.6,2.4,2.2,0.6,0,0,25.0,25.0,2,0.75,0.2962824213979331,0.28827500168276443,0.4154425769193026,0.37555635373170937,0.6244436462682907
2023-02-04,Clermont,Ajaccio,2,1,1.6,0.8,0.6,1.8,1.6,1.4,0,0,33.0,33.0,1,1.0,0.40718981414683436,0.2791760843453729,0.313634101507793,0.4114206600366992,0.5885793399633009
2023-02-04,Nantes,Reims,0,3,1.0,0.8,1.4,2.0,1.8,1.0,0,0,25.0,3.0,2,0.0,0.2826319074932667,0.3030606655811202,0.4143074269256132,0.32681002372029583,0.6731899762797042
2023-02-04,Monaco,Strasbourg,4,3,3.0,2.0,0.8,0.4,0.8,1.8,0,0,33.0,3.0,3,0.5,0.7417009210448409,0.15917843314704377,0.09912064580811525,0.6269192031764239,0.3730807968235761
2023-02-04,Paris SG,Lyon,0,1,2.4,2.4,1.0,1.0,0.6,0.8,0,0,33.0,25.0,2,0.75,0.7127362966115967,0.17240976395613986,0.1148539394322633,0.6099769047211094,0.39002309527889045
2023-02-05,Toulouse,Lens,0,1,1.8,2.2,1.2,2.4,1.8,0.6,0,0,1.0,32.0,0,,0.3254999163598944,0.2400641620174731,0.4344359216226326,0.5643348233483093,0.4356651766516906
2023-02-09,Monaco,Lens,3,0,3.0,2.4,1.4,2.4,1.4,0.6,0,0,5.0,4.0,0,,0.48487519305909565,0.25395979788025935,0.2611650090606452,0.46145067118322897,0.5385493288167712
2023-02-09,Brest,Rennes,0,0,1.0,0.6,0.6,2.4,2.0,0.8,0,0,5.0,8.0,2,0.25,0.22816297061945887,0.29061582976424033,0.48122119961630094,0.3214556824319229,0.6785443175680774
2023-02-12,Nantes,Nice,1,0,0.8,0.6,1.8,1.2,0.6,0.6,0,0,8.0,8.0,4,0.25,0.2740916946343387,0.3112874041118208,0.4146209012538405,0.2937934697958783,0.7062065302041217
2023-02-12,Lens,Lyon,3,2,1.8,1.0,1.0,1.4,0.6,0.6,0,0,3.0,8.0,3,0.5,0.4471208894288704,0.2715317455310444,0.2813473650400851,0.41561323296696245,0.5843867670330375
2023-03-03,Nice,Auxerre,1,1,1.0,0.6,0.8,0.6,0.8,2.2,0,0,19.0,58.0,0,,0.6939034031079087,0.1952511714124218,0.1108454254796695,0.47439643799537107,0.5256035620046289
2023-03-05,Brest,Nantes,2,0,1.2,0.6,0.4,0.8,0.6,1.8,0,0,24.0,21.0,2,0.25,0.4374140922269682,0.31740332132531,0.24518258644772178,0.2672973769003239,0.7327026230996762
2023-03-06,Ajaccio,Marseille,1,0,1.2,1.0,1.4,2.6,1.8,0.6,0,0,30.0,33.0,1,1.0,0.20672799850184725,0.23971634378473153,0.5535556577134213,0.471649029423988,0.528350970576012
2023-03-06,Brest,Rennes,1,2,1.8,1.0,0.2,2.0,1.6,0.6,0,0,1.0,25.0,3,0.3333333333333333,0.24714850860017754,0.3139276775850077,0.4389238138148147,0.2755381268306254,0.7244618731693746
2023-03-06,Troyes,Lille,1,1,1.2,1.2,1.8,1.8,1.4,0.6,0,0,33.0,30.0,2,0.5,0.31148012110905277,0.28152548713504244,0.4069943917559046,0.3874915763893795,0.6125084236106204
2023-03-06,Reims,Montpellier,1,3,2.6,2.4,0.8,0.8,1.0,1.2,0,0,30.0,33.0,0,,0.6386836974541658,0.20504299561970044,0.15627330692613378,0.5395956379316736,0.46040436206832647
2023-03-06,Paris SG,Clermont,2,3,1.8,1.2,1.0,1.6,0.8,0.6,0,0,30.0,30.0,3,1.0,0.8302972693942674,0.11607967684120067,0.053623053764531706,0.6476594595173321,0.3523405404826679
2023-03-06,Nice,Lyon,3,1,0.6,0.6,1.0,0.8,0.6,1.2,0,0,3.0,22.0,3,0.5,0.35698232957508225,0.30214962582621135,0.34086804459870634,0.3265795216089342,0.6734204783910656
2023-03-06,Nantes,Angers,1,0,0.8,0.6,1.8,1.0,1.2,1.4,0,0,1.0,30.0,2,0.25,0.4630258160417492,0.26314284622180595,0.2738313377364445,0.43805907625122953,0.5619409237487702
2023-03-06,Lorient,Strasbourg,2,1,1.2,1.6,2.6,0.2,1.2,2.4,0,0,30.0,30.0,0,,0.45030798879103157,0.19718478001856335,0.35250723119040506,0.792828266865849,0.20717173313415105
2023-03-06,Auxerre,Lens,1,3,0.8,0.8,2.0,1.8,1.0,1.2,0,0,3.0,22.0,0,,0.1717858943068166,0.20574881312361168,0.6224652925695716,0.565005347221315,0.4349946527786849
2023-03-06,Monaco,Toulouse,1,2,3.0,2.6,1.2,1.8,2.0,1.0,0,0,25.0,29.0,2,1.0,0.7083964230120415,0.16990749693827933,0.12169608004967912,0.6251010388177543,0.3748989611822458
2023-03-09,Toulouse,Clermont,2,2,1.8,2.0,1.2,2.0,1.4,1.0,0,0,3.0,3.0,1,0.0,0.5457791753043851,0.228157570187954,0.22606325450766093,0.5343622587105968,0.46563774128940305
2023-03-09,Metz,Reims,2,2,0.6,0.8,2.2,2.0,1.8,1.0,0,0,58.0,3.0,0,,0.18691129428241848,0.24529352706686675,0.5677951786507147,0.421673608782507,0.5783263912174931
2023-03-09,Lyon,Paris SG,1,4,0.8,0.8,1.6,1.2,1.4,1.6,0,0,3.0,3.0,3,0.5,0.2697472719694474,0.22962818713164884,0.5006245408989038,0.5697635073392309,0.4302364926607693
2023-03-09,Nice,Strasbourg,2,0,1.0,1.2,1.2,0.0,1.4,2.8,0,0,3.0,3.0,1,0.0,0.5442554317140716,0.23815521651316449,0.21758935177276376,0.4828058802249834,0.5171941197750166
2023-03-09,Lille,Montpellier,1,0,1.8,1.4,0.6,1.4,1.6,1.2,0,0,3.0,3.0,2,1.0,0.5901018933768385,0.2240180134374871,0.18588009318567472,0.5007837808094487,0.4992162191905515
2023-03-09,Le Havre,Lorient,3,0,0.0,0.0,2.0,1.2,1.4,2.4,0,0,58.0,3.0,0,,0.0467844942927907,0.13851785374447706,0.8146976519627322,0.5007178168714737,0.4992821831285262
2023-03-11,Paris SG,Montpellier,3,0,1.2,2.0,1.8,1.2,1.6,1.4,0,0,2.0,2.0,4,1.0,0.8242483077949635,0.10728875094495842,0.06846294126007818,0.7708209463281732,0.22917905367182678
2023-03-12,Toulouse,Lorient,1,1,1.4,1.6,1.4,0.6,1.0,2.8,0,0,3.0,3.0,0,,0.6538373626867146,0.16789938019265693,0.17826325712062846,0.762038695938919,0.2379613040610808
2023-03-12,Lille,Metz,2,0,2.2,1.6,0.6,0.8,1.2,2.4,0,0,3.0,3.0,3,0.6666666666666666,0.7283093015355029,0.1821727372668865,0.08951796119761082,0.4702171281444995,0.5297828718555008
2023-03-12,Monaco,Montpellier,2,0,2.4,2.4,1.4,1.2,1.4,1.4,0,0,6.0,1.0,2,0.5,0.7226503238576738,0.16045097318721185,0.11689870295511426,0.6491729697092107,0.35082703029078927
2023-03-12,Brest,Clermont,3,0,1.6,1.2,0.6,2.2,1.6,1.0,0,0,6.0,3.0,1,1.0,0.4053177149063383,0.29139574776293037,0.3032865373307313,0.34461626443513577,0.6553837355648641
2023-03-12,Le Havre,Paris SG,0,2,1.5,1.5,1.0,1.8,2.4,1.2,0,0,3.0,1.0,0,,0.22628169826744962,0.24022567216937443,0.533492629563176,0.4793654376563053,0.5206345623436948
2023-03-12,Marseille,Rennes,2,0,2.0,1.4,0.8,2.0,1.4,0.8,0,0,6.0,6.0,2,1.0,0.4014558212452538,0.28767331070130364,0.31087086805344244,0.35774953787372343,0.6422504621262765
2023-04-02,Paris SG,Toulouse,2,1,1.8,2.2,1.0,1.0,1.2,1.6,0,0,21.0,21.0,0,,0.7789156916152169,0.1353889712042847,0.08569533718049824,0.6894923241563867,0.31050767584361305
2023-04-02,Troyes,Lyon,1,3,1.4,1.2,1.6,0.6,1.0,2.4,0,0,27.0,24.0,0,,0.35792631361237454,0.24989047120254337,0.3921832151850819,0.5226949742940381,0.47730502570596184
2023-04-02,Rennes,Lille,1,3,2.0,1.4,1.0,2.2,1.6,0.6,0,0,21.0,21.0,3,0.16666666666666666,0.43697545873644406,0.30743533250112604,0.2555892087624297,0.29466122176527476,0.705338778234725
2023-04-03,Lens,Lille,1,1,2.4,1.6,1.2,2.6,2.0,0.6,0,0,28.0,1.0,2,0.0,0.4026831946620727,0.29092474170744836,0.306392063630479,0.35932618809872213,0.640673811901278
2023-04-03,Paris SG,Nantes,4,2,2.4,2.6,1.0,1.2,0.6,1.6,0,0,1.0,28.0,3,1.0,0.821663430911798,0.12399422334922873,0.054342345738973175,0.6123278781077415,0.3876721218922584
2023-04-11,Marseille,Lille,0,0,2.0,1.4,0.6,2.2,1.6,0.6,0,0,30.0,8.0,4,0.5,0.4277115836233816,0.30977819246095334,0.26251022391566525,0.2993945945716758,0.7006054054283244
2023-04-11,Lorient,Lens,0,0,0.8,0.8,2.2,2.0,1.6,1.4,0,0,30.0,8.0,2,0.5,0.24200691969274174,0.2105125053699723,0.547480574937286,0.6569310425922795,0.3430689574077204
2023-05-02,Marseille,Nice,1,3,1.6,1.0,0.6,1.6,1.4,0.8,0,0,21.0,54.0,0,,0.49451205534321857,0.30981228335132144,0.19567566130546,0.2859698440742143,0.7140301559257857
2023-05-02,Strasbourg,Montpellier,2,0,0.0,1.4,2.6,0.6,0.8,1.8,0,0,54.0,51.0,2,0.25,0.4565629942347406,0.23071344124221138,0.3127235645230479,0.6448682584667396,0.3551317415332604
2023-05-02,Brest,Lens,1,1,2.0,1.8,0.6,1.6,1.4,1.4,0,0,51.0,21.0,2,0.5,0.29676203792458644,0.3124081580845285,0.39082980399088496,0.3253970170935442,0.6746029829064557
2023-05-02,Auxerre,Reims,0,0,0.8,1.0,1.6,1.6,1.8,1.4,0,0,57.0,54.0,0,,0.20287408567890428,0.23663326459924972,0.5604926497218459,0.5238193078227636,0.4761806921772363
2023-05-02,Clermont,Monaco,0,2,1.6,1.4,1.6,2.4,2.6,1.4,0,0,51.0,51.0,0,,0.20470001994058407,0.2384519516280867,0.5568480284313293,0.5186955654918547,0.48130443450814525
2023-05-02,Ajaccio,Nantes,0,2,1.2,0.8,1.2,1.2,0.8,1.8,0,0,57.0,29.0,0,,0.4811957621770903,0.2799100924101983,0.23889414541271126,0.39906287536100554,0.6009371246389945
2023-05-02,Lorient,Angers,0,0,1.0,0.8,1.6,0.8,1.0,1.4,0,0,21.0,57.0,3,0.6666666666666666,0.5298576562021964,0.21964595735199818,0.2504963864458052,0.6523116490219921,0.34768835097800777
2023-05-03,Toulouse,Clermont,0,1,1.0,1.2,1.4,1.4,1.4,2.0,0,0,31.0,1.0,2,0.25,0.5439467972777843,0.24379838644139182,0.2122548162808239,0.5409693321089776,0.4590306678910224
2023-05-03,Troyes,Monaco,2,2,0.8,1.2,2.2,2.4,2.4,1.0,0,0,31.0,1.0,1,0.0,0.17839263557156904,0.23218439817855932,0.5894229662498716,0.542691786346558,0.457308213653442
2023-05-03,Strasbourg,Brest,0,1,0.6,1.6,2.2,1.6,1.4,0.6,0,0,1.0,1.0,4,0.5,0.3818079327015121,0.28834727727111953,0.3298447900273683,0.44095215960776135,0.5590478403922385
2023-05-03,Rennes,Marseille,0,1,1.4,1.0,1.4,1.4,1.0,1.0,0,0,31.0,1.0,3,0.0,0.412738256828999,0.29728399937364974,0.289977743797351,0.3994838997231301,0.6005161002768697
2023-05-03,Lyon,Lorient,0,0,1.2,1.6,2.2,1.2,0.6,1.0,0,0,31.0,1.0,3,0.6666666666666666,0.6604138322492651,0.18924890287911636,0.15033726487161853,0.6762790490820991,0.3237209509179009
2023-05-03,Reims,Ajaccio,1,0,1.2,1.4,1.2,1.2,0.8,1.4,0,0,1.0,1.0,0,,0.5876123119231094,0.2557956731044178,0.15659201497247285,0.42341716955042397,0.5765828304495761
2023-05-03,Montpellier,Angers,5,0,0.6,0.6,1.8,0.4,0.6,1.2,0,0,1.0,1.0,2,0.25,0.5131417091087669,0.2527355941514883,0.23412269673974484,0.5280167892933667,0.47198321070663324
2023-05-11,Toulouse,Le Havre,1,2,1.0,1.2,1.4,1.0,1.0,1.3333333333333333,0,0,8.0,60.0,0,,0.45024314797192133,0.2903673098363057,0.25938954219177296,0.38893721428164174,0.6110627857183583
2023-05-11,Nice,Rennes,2,0,2.0,1.8,0.8,0.8,0.6,1.4,0,0,9.0,8.0,4,0.625,0.38062108679310763,0.31206954738633524,0.30730936582055696,0.3385395644713413,0.6614604355286585
2023-05-11,Lyon,Metz,1,1,0.8,1.4,2.2,0.2,0.6,2.4,0,0,8.0,60.0,2,0.5,0.7303508435052037,0.17218548859315602,0.09746366790164031,0.5982714178985612,0.401728582101439
2023-05-11,Nantes,Reims,0,1,1.8,1.2,1.2,1.6,1.4,1.0,0,0,9.0,8.0,3,0.0,0.29567053936584664,0.3058939931109053,0.3984354675232481,0.35446265130911514,0.645537348690885
2023-05-11,Monaco,Brest,2,0,2.0,2.0,0.8,2.0,1.6,0.6,0,0,8.0,8.0,2,0.5,0.601466944927787,0.25086981242405115,0.14766324264816177,0.4069982374011202,0.5930017625988797
2023-05-11,Strasbourg,Clermont,0,0,0.6,1.2,1.8,1.4,1.2,1.8,0,0,8.0,8.0,1,0.5,0.44343813129460713,0.2545676737256677,0.30199419497972513,0.5450389531981584,0.45496104680184146
2023-06-05,Nice,Rennes,2,1,2.6,2.2,0.6,0.6,0.6,1.8,0,0,25.0,25.0,5,0.7,0.41358184777267415,0.31103965773858244,0.2753784944887433,0.3442555773652656,0.6557444226347345
2023-06-05,Lens,Marseille,2,1,1.8,1.6,1.0,1.4,0.8,0.8,0,0,34.0,33.0,1,0.5,0.38619166713538744,0.30073482640972166,0.31307350645489085,0.38693477135397547,0.6130652286460243
2023-06-05,Reims,Lille,1,0,1.6,1.0,1.0,2.2,1.4,0.4,0,0,25.0,55.0,2,0.75,0.30404024299401017,0.33931725297306015,0.3566425040329298,0.27502707713441116,0.724972922865589
2023-06-10,Strasbourg,Nantes,1,2,0.8,0.6,1.0,1.2,1.0,1.4,0,0,30.0,30.0,3,0.8333333333333334,0.46472411477569003,0.271699983572832,0.2635759016514781,0.45970980478493056,0.5402901952150696
